customer_id,tenure_months,contract_type,monthly_charges,total_charges,support_tickets,last_login_days,monthly_usage_gb,payment_method,paperless_billing,online_security,tech_support,num_products,churn
CR-4136,8,Month-to-Month,82.37,654.35,1,17,222.3,Electronic Check,No,Yes,No,3,0
CR-4137,56,One-Year,57.5,3249.75,2,9,157.9,Electronic Check,Yes,No,No,2,0
CR-4138,49,Two-Year,61.7,3032.58,3,1,163.8,Bank Transfer,Yes,No,No,2,0
CR-4139,9,Two-Year,63.41,579.16,2,24,81.1,Mailed Check,No,No,No,2,0
CR-4140,68,One-Year,68.46,4665.85,1,37,145.2,Credit Card,Yes,Yes,No,2,0
CR-4141,25,Month-to-Month,27.73,707.28,2,2,247.7,Bank Transfer,No,No,No,1,1
CR-4142,4,Month-to-Month,73.91,292.22,2,13,160.1,Electronic Check,Yes,Yes,No,2,1
CR-4143,6,Month-to-Month,31.45,207.66,0,20,162.3,Credit Card,Yes,No,No,1,0
CR-4144,69,Two-Year,50.62,3472.99,1,8,176.6,Credit Card,Yes,No,No,1,0
CR-4145,28,Month-to-Month,61.79,1749.65,3,4,61.1,Mailed Check,Yes,No,Yes,2,0
CR-4146,5,One-Year,66.19,356.66,2,7,210.0,Bank Transfer,Yes,No,Yes,3,0
CR-4147,68,One-Year,48.28,3304.01,3,7,59.6,Bank Transfer,Yes,Yes,Yes,1,0
CR-4148,1,One-Year,33.55,56.08,2,5,84.8,Bank Transfer,Yes,No,No,1,0
CR-4149,11,One-Year,71.69,802.54,0,29,76.1,Mailed Check,No,Yes,No,2,1
CR-4150,69,Two-Year,53.89,3753.61,1,14,146.0,Bank Transfer,Yes,No,No,2,0
CR-4151,8,Month-to-Month,28.05,156.25,4,3,131.8,Electronic Check,No,Yes,No,1,1
CR-4152,8,Month-to-Month,58.34,492.33,2,9,159.9,Bank Transfer,Yes,No,Yes,1,0
CR-4153,47,Two-Year,62.81,3011.33,2,12,87.6,Credit Card,No,No,Yes,2,0
CR-4154,30,One-Year,87.67,2611.44,1,1,240.4,Bank Transfer,Yes,No,No,3,0
CR-4155,53,Two-Year,34.49,1805.96,0,4,226.7,Bank Transfer,Yes,No,No,1,0
CR-4156,36,Two-Year,42.08,1553.47,3,25,146.1,Credit Card,Yes,Yes,No,2,0
CR-4157,32,One-Year,77.75,2460.2,1,9,121.7,Credit Card,No,No,No,2,0
CR-4158,61,Two-Year,42.94,2599.34,1,2,113.7,Electronic Check,No,No,No,1,0
CR-4159,31,Two-Year,47.91,1490.31,2,1,135.2,Credit Card,Yes,No,No,1,0
CR-4160,4,Month-to-Month,67.57,246.31,0,8,48.0,Bank Transfer,No,No,Yes,2,0
CR-4161,3,Month-to-Month,93.65,307.2,3,8,83.2,Mailed Check,Yes,No,Yes,4,0
CR-4162,15,One-Year,45.26,655.18,0,4,228.8,Mailed Check,Yes,Yes,No,1,0
CR-4163,61,Two-Year,76.94,4704.16,2,10,184.1,Bank Transfer,No,No,Yes,2,1
CR-4164,5,One-Year,60.68,311.93,1,0,290.7,Mailed Check,Yes,No,No,2,0
CR-4165,4,Month-to-Month,88.42,403.6,2,1,136.1,Electronic Check,Yes,Yes,Yes,3,0
CR-4166,8,Month-to-Month,23.09,219.68,2,8,131.1,Credit Card,Yes,No,Yes,1,0
CR-4167,32,One-Year,72.24,2295.79,1,0,127.4,Electronic Check,No,No,No,2,0
CR-4168,36,Month-to-Month,63.78,2258.15,0,23,134.5,Electronic Check,Yes,No,No,3,0
CR-4169,56,Two-Year,107.09,6022.18,2,1,107.2,Credit Card,Yes,No,Yes,4,0
CR-4170,9,One-Year,64.91,564.59,0,12,181.7,Mailed Check,Yes,No,No,2,0
CR-4171,11,Month-to-Month,60.04,650.37,2,5,162.3,Bank Transfer,Yes,No,No,2,0
CR-4172,2,Month-to-Month,60.0,88.21,2,5,119.2,Electronic Check,Yes,No,No,2,1
CR-4173,4,Month-to-Month,58.47,254.25,2,15,260.1,Bank Transfer,No,Yes,No,2,0
CR-4174,11,Month-to-Month,52.79,561.3,2,7,311.7,Credit Card,Yes,No,Yes,2,0
CR-4175,52,Month-to-Month,76.94,3999.83,0,14,253.3,Electronic Check,Yes,No,No,3,0
CR-4176,54,Two-Year,101.08,5457.73,0,7,204.6,Electronic Check,No,No,No,3,0
CR-4177,11,Month-to-Month,74.02,819.73,2,9,220.9,Credit Card,No,No,Yes,2,1
CR-4178,5,Month-to-Month,70.29,371.3,1,15,308.5,Mailed Check,Yes,No,No,3,0
CR-4179,8,Month-to-Month,99.68,790.16,1,10,220.8,Electronic Check,Yes,Yes,No,4,1
CR-4180,30,One-Year,97.96,2916.56,3,10,113.2,Credit Card,No,Yes,No,4,0
CR-4181,50,Two-Year,77.58,3823.21,2,17,191.4,Credit Card,Yes,Yes,No,3,0
CR-4182,48,Two-Year,50.97,2449.64,3,32,210.1,Electronic Check,Yes,No,Yes,2,0
CR-4183,43,Month-to-Month,65.46,2810.07,2,5,80.4,Credit Card,Yes,Yes,Yes,2,0
CR-4184,28,Two-Year,51.46,1419.57,2,9,137.2,Credit Card,Yes,No,No,1,0
CR-4185,8,Month-to-Month,34.66,279.16,1,0,248.0,Electronic Check,Yes,Yes,No,1,0
CR-4186,59,One-Year,80.56,4778.72,0,4,14.1,Bank Transfer,No,Yes,No,2,0
CR-4187,12,One-Year,58.22,732.0,1,5,60.0,Credit Card,No,No,No,1,0
CR-4188,16,Month-to-Month,66.48,1017.63,2,19,145.9,Electronic Check,Yes,No,Yes,2,0
CR-4189,67,Two-Year,48.68,3250.73,3,7,188.3,Bank Transfer,No,Yes,Yes,2,0
CR-4190,64,Two-Year,65.01,4189.47,2,14,51.4,Electronic Check,Yes,No,Yes,2,0
CR-4191,1,Month-to-Month,45.82,93.7,3,0,149.9,Electronic Check,No,No,Yes,1,0
CR-4192,67,Two-Year,48.13,3200.19,1,6,252.3,Electronic Check,Yes,No,No,1,0
CR-4193,6,One-Year,58.9,394.75,1,25,165.5,Bank Transfer,No,No,Yes,1,0
CR-4194,48,Two-Year,41.24,1939.02,1,2,235.1,Electronic Check,Yes,Yes,No,1,0
CR-4195,69,One-Year,117.48,8140.57,2,0,112.6,Bank Transfer,Yes,Yes,No,4,0
CR-4196,7,Month-to-Month,65.07,447.04,0,6,95.2,Electronic Check,Yes,No,No,2,0
CR-4197,54,One-Year,40.1,2212.28,1,13,227.9,Credit Card,Yes,Yes,No,1,0
CR-4198,7,One-Year,66.99,455.01,0,6,189.5,Credit Card,Yes,No,No,1,0
CR-4199,15,Month-to-Month,69.3,1030.2,3,6,65.2,Electronic Check,Yes,Yes,No,2,0
CR-4200,1,Month-to-Month,56.45,56.45,1,12,95.9,Mailed Check,Yes,Yes,No,2,0
CR-4201,23,Month-to-Month,43.84,962.21,2,3,285.2,Credit Card,Yes,No,No,1,1
CR-4202,7,Month-to-Month,103.35,670.58,1,15,86.0,Bank Transfer,Yes,No,No,4,0
CR-4203,70,Two-Year,77.49,5439.6,0,1,234.7,Bank Transfer,Yes,Yes,No,3,0
CR-4204,59,Two-Year,44.34,2645.71,2,5,121.7,Electronic Check,Yes,Yes,Yes,1,0
CR-4205,25,One-Year,52.83,1338.98,0,11,159.7,Mailed Check,Yes,No,No,2,0
CR-4206,21,Two-Year,44.15,889.53,0,19,183.6,Electronic Check,Yes,No,No,2,0
CR-4207,30,Month-to-Month,62.06,1876.21,1,17,12.0,Credit Card,Yes,Yes,Yes,2,0
CR-4208,58,Two-Year,80.4,4633.49,1,14,43.0,Bank Transfer,Yes,No,No,3,0
CR-4209,21,One-Year,48.27,1025.9,3,4,166.9,Mailed Check,No,No,No,1,0
CR-4210,3,Month-to-Month,55.24,199.66,0,1,102.1,Bank Transfer,No,No,No,2,0
CR-4211,18,One-Year,47.59,867.64,3,2,239.7,Bank Transfer,Yes,No,Yes,2,0
CR-4212,1,Month-to-Month,51.35,95.41,1,22,31.5,Credit Card,Yes,No,Yes,2,1
CR-4213,14,One-Year,89.56,1249.34,3,21,205.2,Electronic Check,Yes,No,Yes,3,0
CR-4214,39,Two-Year,36.33,1410.37,2,33,49.9,Electronic Check,Yes,No,Yes,1,0
CR-4215,11,Month-to-Month,38.58,426.4,3,0,131.8,Electronic Check,No,Yes,No,1,1
CR-4216,30,Month-to-Month,57.88,1696.12,2,8,74.8,Electronic Check,Yes,No,Yes,2,0
CR-4217,23,Month-to-Month,36.81,834.54,1,11,312.2,Electronic Check,No,No,No,1,1
CR-4218,24,One-Year,36.07,856.23,1,13,52.8,Bank Transfer,No,No,No,1,0
CR-4219,45,One-Year,52.29,2344.53,0,11,150.2,Credit Card,Yes,No,Yes,2,0
CR-4220,34,Month-to-Month,57.01,1946.39,1,16,21.9,Mailed Check,Yes,No,Yes,1,0
CR-4221,4,Month-to-Month,67.8,226.79,1,4,288.0,Bank Transfer,Yes,Yes,No,2,0
CR-4222,7,Month-to-Month,55.48,353.99,3,2,192.1,Electronic Check,Yes,No,No,1,1
CR-4223,12,Month-to-Month,57.49,723.84,1,2,171.0,Credit Card,Yes,No,Yes,1,0
CR-4224,33,One-Year,37.5,1177.28,1,0,277.9,Credit Card,No,Yes,Yes,2,0
CR-4225,4,Month-to-Month,46.43,204.21,1,4,171.8,Bank Transfer,No,No,No,1,0
CR-4226,30,Month-to-Month,91.14,2722.99,3,1,177.6,Electronic Check,No,Yes,Yes,4,0
CR-4227,6,One-Year,72.17,437.82,1,4,170.5,Mailed Check,No,No,No,2,0
CR-4228,13,One-Year,53.59,743.41,3,10,205.1,Electronic Check,Yes,No,Yes,2,1
CR-4229,72,Two-Year,68.46,4925.18,3,24,120.6,Electronic Check,Yes,Yes,No,3,1
CR-4230,20,One-Year,28.66,591.96,1,20,142.9,Credit Card,Yes,No,No,1,0
CR-4231,65,Month-to-Month,75.97,4939.81,2,3,224.8,Bank Transfer,Yes,No,Yes,3,0
CR-4232,5,Month-to-Month,88.15,437.47,0,1,182.2,Electronic Check,Yes,No,Yes,3,0
CR-4233,62,One-Year,45.56,2817.72,2,2,150.9,Credit Card,Yes,No,No,1,0
CR-4234,11,One-Year,84.97,955.7,2,38,48.0,Credit Card,Yes,Yes,No,4,0
CR-4235,21,One-Year,64.53,1333.18,2,8,279.8,Credit Card,Yes,Yes,Yes,1,0
CR-4236,32,One-Year,49.5,1550.04,0,2,107.1,Electronic Check,Yes,Yes,No,1,0
CR-4237,47,One-Year,86.77,4080.42,0,20,239.0,Electronic Check,No,No,Yes,3,0
CR-4238,9,Month-to-Month,55.85,508.43,2,5,174.1,Bank Transfer,Yes,No,Yes,1,0
CR-4239,13,Month-to-Month,44.6,525.08,0,25,56.5,Credit Card,Yes,No,Yes,2,0
CR-4240,24,One-Year,69.89,1677.05,2,3,260.2,Electronic Check,No,No,No,3,0
CR-4241,2,Month-to-Month,105.23,173.65,1,5,180.4,Bank Transfer,Yes,No,Yes,4,1
CR-4242,19,One-Year,52.89,1023.72,3,7,266.8,Electronic Check,No,No,No,2,0
CR-4243,69,One-Year,94.25,6449.14,1,24,145.4,Electronic Check,Yes,No,Yes,4,0
CR-4244,22,Two-Year,60.22,1382.59,0,22,216.3,Mailed Check,No,Yes,Yes,2,0
CR-4245,64,Month-to-Month,30.23,1924.57,3,9,19.0,Electronic Check,No,Yes,Yes,1,1
CR-4246,6,One-Year,57.39,318.39,1,2,120.0,Credit Card,No,Yes,No,2,0
CR-4247,1,One-Year,70.15,70.15,3,5,58.2,Electronic Check,Yes,No,Yes,2,0
CR-4248,4,Month-to-Month,68.29,289.85,3,40,130.0,Electronic Check,Yes,No,No,2,1
CR-4249,6,Month-to-Month,72.13,459.49,2,10,197.7,Mailed Check,No,Yes,No,2,0
CR-4250,14,One-Year,71.1,987.17,1,16,111.6,Credit Card,Yes,Yes,Yes,2,0
CR-4251,15,One-Year,65.06,932.74,2,6,229.1,Credit Card,No,No,No,2,0
CR-4252,11,Month-to-Month,100.27,1066.6,2,8,91.5,Credit Card,No,No,Yes,4,0
CR-4253,3,Month-to-Month,63.53,199.18,3,6,230.8,Electronic Check,Yes,No,Yes,2,0
CR-4254,1,Month-to-Month,36.73,66.35,1,13,264.8,Bank Transfer,No,No,Yes,1,1
CR-4255,17,One-Year,68.7,1201.42,2,20,241.1,Electronic Check,Yes,No,No,3,0
CR-4256,6,Month-to-Month,54.1,329.64,1,7,132.5,Credit Card,No,Yes,Yes,2,0
CR-4257,26,Month-to-Month,75.74,1998.26,3,7,12.0,Bank Transfer,No,Yes,No,3,1
CR-4258,65,One-Year,36.44,2425.97,1,4,206.6,Electronic Check,Yes,Yes,Yes,1,0
CR-4259,21,Month-to-Month,65.14,1403.65,0,2,150.0,Mailed Check,Yes,Yes,No,2,0
CR-4260,49,Month-to-Month,45.02,2233.64,1,30,81.7,Bank Transfer,No,No,No,1,0
CR-4261,2,Month-to-Month,46.09,67.98,2,4,115.5,Bank Transfer,Yes,Yes,Yes,1,0
CR-4262,34,Month-to-Month,64.51,2222.22,1,17,274.8,Electronic Check,Yes,No,No,2,0
CR-4263,16,Month-to-Month,72.96,1181.2,2,13,69.0,Mailed Check,No,No,Yes,2,0
CR-4264,58,Two-Year,78.91,4596.3,0,17,197.5,Mailed Check,Yes,Yes,Yes,3,0
CR-4265,54,Month-to-Month,71.08,3876.15,1,30,177.4,Bank Transfer,Yes,Yes,No,2,0
CR-4266,70,Two-Year,48.17,3382.66,2,10,131.4,Bank Transfer,Yes,No,Yes,1,0
CR-4267,13,Month-to-Month,90.3,1170.82,2,25,211.6,Electronic Check,Yes,No,No,3,1
CR-4268,2,One-Year,77.15,122.2,2,2,290.6,Electronic Check,No,Yes,Yes,2,0
CR-4269,71,One-Year,84.77,6009.77,3,10,136.3,Bank Transfer,No,No,Yes,3,0
CR-4270,18,Month-to-Month,62.04,1123.11,4,16,140.5,Electronic Check,No,No,Yes,2,1
CR-4271,38,Two-Year,43.97,1679.19,3,3,209.8,Mailed Check,Yes,No,No,1,0
CR-4272,23,Month-to-Month,56.3,1302.22,2,14,233.5,Electronic Check,No,No,Yes,2,1
CR-4273,11,Month-to-Month,55.96,644.35,0,16,149.8,Credit Card,Yes,No,Yes,2,0
CR-4274,13,Month-to-Month,70.02,936.22,4,19,135.6,Electronic Check,Yes,Yes,No,2,1
CR-4275,56,Two-Year,87.36,4890.3,3,4,12.0,Electronic Check,No,Yes,Yes,4,0
CR-4276,3,Month-to-Month,77.15,206.03,0,12,97.8,Bank Transfer,Yes,No,No,2,1
CR-4277,35,Month-to-Month,59.48,2093.3,1,3,68.9,Credit Card,Yes,No,No,2,0
CR-4278,34,One-Year,89.62,3114.47,4,14,214.8,Credit Card,Yes,Yes,No,2,1
CR-4279,13,Month-to-Month,36.07,478.55,4,6,140.5,Electronic Check,No,No,No,1,0
CR-4280,15,One-Year,63.5,943.62,1,10,137.4,Electronic Check,No,Yes,Yes,2,0
CR-4281,5,Month-to-Month,57.48,303.48,4,5,159.3,Credit Card,Yes,No,Yes,2,0
CR-4282,39,Two-Year,53.07,2087.6,3,1,90.4,Credit Card,Yes,No,Yes,2,0
CR-4283,8,Month-to-Month,71.64,590.66,0,2,284.3,Credit Card,Yes,Yes,Yes,2,0
CR-4284,3,One-Year,67.94,245.01,3,0,263.9,Electronic Check,Yes,No,Yes,3,0
CR-4285,23,One-Year,36.24,845.1,0,10,289.4,Credit Card,No,No,No,1,0
CR-4286,20,Month-to-Month,48.86,1016.96,1,20,214.7,Electronic Check,No,Yes,No,1,1
CR-4287,27,Month-to-Month,86.45,2341.06,3,0,157.6,Bank Transfer,No,No,Yes,3,0
CR-4288,40,One-Year,83.08,3368.57,3,0,289.2,Electronic Check,No,Yes,Yes,4,0
CR-4289,9,Two-Year,66.82,637.58,1,6,105.5,Electronic Check,No,No,Yes,2,0
CR-4290,8,Month-to-Month,80.29,669.97,5,14,90.3,Bank Transfer,No,No,Yes,3,0
CR-4291,61,One-Year,33.82,2086.7,7,1,111.9,Electronic Check,No,No,No,1,0
CR-4292,18,Month-to-Month,35.11,701.03,2,3,201.8,Bank Transfer,No,Yes,No,1,0
CR-4293,10,Month-to-Month,58.67,619.0,0,2,99.0,Credit Card,Yes,No,Yes,3,0
CR-4294,5,Month-to-Month,114.17,545.37,1,5,147.6,Mailed Check,Yes,Yes,No,4,0
CR-4295,9,Two-Year,53.15,485.73,4,2,31.9,Electronic Check,Yes,No,No,1,1
CR-4296,10,Month-to-Month,30.11,293.16,1,4,198.5,Electronic Check,Yes,Yes,No,1,1
CR-4297,28,One-Year,50.99,1489.65,1,14,38.6,Bank Transfer,Yes,No,Yes,1,0
CR-4298,2,Month-to-Month,37.26,112.06,2,10,85.4,Electronic Check,No,No,Yes,1,0
CR-4299,26,Month-to-Month,88.15,2352.86,1,0,257.4,Electronic Check,No,Yes,No,3,0
CR-4300,5,Month-to-Month,56.04,257.4,1,11,254.4,Bank Transfer,Yes,Yes,No,2,0
CR-4301,52,Two-Year,57.37,3016.29,2,7,189.9,Bank Transfer,Yes,Yes,No,2,0
CR-4302,64,Two-Year,58.12,3678.74,0,29,182.1,Credit Card,No,No,Yes,2,0
CR-4303,56,Two-Year,72.43,4008.32,1,3,117.5,Mailed Check,Yes,No,Yes,3,0
CR-4304,61,One-Year,56.99,3464.48,0,14,98.2,Credit Card,Yes,No,No,1,0
CR-4305,71,One-Year,69.99,5014.66,2,14,131.0,Electronic Check,No,Yes,No,2,0
CR-4306,28,Month-to-Month,98.1,2717.02,1,2,38.9,Credit Card,Yes,Yes,Yes,4,0
CR-4307,18,Two-Year,53.25,958.0,0,25,180.2,Bank Transfer,Yes,No,No,1,0
CR-4308,3,One-Year,62.73,223.86,1,7,163.9,Bank Transfer,Yes,No,No,3,0
CR-4309,7,One-Year,48.72,366.43,0,12,85.3,Mailed Check,No,No,No,2,0
CR-4310,56,One-Year,47.75,2740.49,1,1,285.5,Credit Card,No,No,No,1,0
CR-4311,3,Month-to-Month,50.36,151.18,0,3,208.6,Credit Card,Yes,No,No,1,0
CR-4312,38,One-Year,63.79,2410.77,4,9,215.3,Electronic Check,No,Yes,Yes,2,0
CR-4313,29,Month-to-Month,42.17,1190.1,3,4,121.0,Credit Card,No,Yes,No,2,1
CR-4314,1,Month-to-Month,50.38,50.38,0,7,159.9,Credit Card,No,Yes,No,2,0
CR-4315,6,Month-to-Month,47.17,249.91,4,5,210.2,Electronic Check,No,No,No,1,0
CR-4316,9,Month-to-Month,85.26,713.45,1,11,172.2,Electronic Check,No,Yes,Yes,2,0
CR-4317,10,One-Year,55.18,610.7,1,7,288.2,Electronic Check,No,No,No,1,0
CR-4318,14,One-Year,76.77,1076.25,3,0,143.7,Electronic Check,Yes,No,No,2,0
CR-4319,1,Month-to-Month,64.4,142.14,2,11,119.6,Credit Card,Yes,No,No,2,1
CR-4320,23,One-Year,64.32,1454.18,1,6,210.7,Electronic Check,Yes,Yes,Yes,2,0
CR-4321,10,Month-to-Month,32.67,313.84,0,4,58.8,Mailed Check,No,No,No,1,1
CR-4322,47,Two-Year,52.52,2445.18,2,1,233.9,Credit Card,Yes,Yes,Yes,1,0
CR-4323,21,One-Year,42.27,868.45,4,2,55.9,Electronic Check,Yes,No,Yes,1,0
CR-4324,14,One-Year,49.93,725.23,0,2,211.1,Bank Transfer,Yes,Yes,No,1,0
CR-4325,7,Month-to-Month,43.31,320.16,1,30,108.1,Electronic Check,Yes,Yes,Yes,1,1
CR-4326,11,Month-to-Month,63.79,727.95,1,6,198.1,Electronic Check,Yes,No,Yes,2,0
CR-4327,69,One-Year,78.12,5430.55,2,0,232.6,Electronic Check,No,No,No,3,0
CR-4328,24,One-Year,63.25,1551.22,4,1,172.3,Bank Transfer,No,No,No,2,0
CR-4329,49,One-Year,71.0,3448.75,2,0,64.0,Mailed Check,No,Yes,No,2,0
CR-4330,55,Two-Year,30.34,1652.99,1,9,88.3,Mailed Check,No,No,No,1,0
CR-4331,3,Month-to-Month,82.07,249.85,1,2,101.7,Credit Card,No,No,No,4,0
CR-4332,7,Month-to-Month,47.26,442.66,0,7,12.0,Bank Transfer,Yes,No,No,1,0
CR-4333,29,Month-to-Month,75.41,2210.06,2,5,250.2,Credit Card,Yes,No,Yes,2,0
CR-4334,18,Two-Year,113.93,2053.94,2,17,168.8,Bank Transfer,Yes,No,No,4,0
CR-4335,63,One-Year,48.76,3092.08,1,4,69.2,Electronic Check,No,Yes,No,2,0
CR-4336,45,Two-Year,38.97,1735.56,0,6,276.5,Credit Card,Yes,No,No,1,0
CR-4337,32,One-Year,46.21,1486.59,0,14,103.9,Mailed Check,Yes,No,Yes,2,0
CR-4338,38,Month-to-Month,37.49,1453.26,1,6,180.0,Electronic Check,No,Yes,Yes,1,0
CR-4339,14,One-Year,72.23,1010.35,0,17,94.0,Electronic Check,Yes,Yes,No,2,0
CR-4340,2,Month-to-Month,60.87,99.04,1,11,12.0,Electronic Check,Yes,Yes,Yes,2,1
CR-4341,59,Two-Year,75.26,4438.0,3,5,50.8,Electronic Check,Yes,No,No,3,0
CR-4342,28,Two-Year,48.45,1347.01,1,7,124.1,Electronic Check,No,No,No,1,0
CR-4343,30,Month-to-Month,71.05,2090.79,3,37,231.9,Bank Transfer,Yes,No,No,3,1
CR-4344,50,Month-to-Month,94.93,4729.35,4,11,187.7,Mailed Check,No,No,Yes,3,0
CR-4345,42,Two-Year,43.07,1767.16,0,25,171.2,Credit Card,No,Yes,No,1,0
CR-4346,25,Month-to-Month,56.98,1387.4,1,2,12.0,Mailed Check,No,No,No,2,0
CR-4347,8,Month-to-Month,66.87,500.73,3,7,261.6,Electronic Check,Yes,Yes,Yes,2,0
CR-4348,11,One-Year,70.39,802.89,0,26,177.9,Electronic Check,Yes,No,Yes,2,1
CR-4349,72,One-Year,58.96,4289.79,0,4,150.4,Electronic Check,Yes,No,Yes,1,0
CR-4350,9,Month-to-Month,40.9,322.02,2,37,250.6,Mailed Check,No,No,Yes,1,0
CR-4351,32,Month-to-Month,89.86,2922.93,1,1,259.8,Electronic Check,No,No,No,3,1
CR-4352,50,One-Year,44.01,2166.7,0,25,252.4,Bank Transfer,No,Yes,No,1,0
CR-4353,29,Month-to-Month,36.89,1092.22,2,6,140.2,Electronic Check,No,Yes,No,1,0
CR-4354,32,One-Year,71.23,2287.12,2,0,79.7,Electronic Check,No,No,No,3,0
CR-4355,5,Month-to-Month,50.03,269.23,3,23,239.1,Electronic Check,No,Yes,Yes,2,1
CR-4356,66,Two-Year,53.58,3501.31,1,3,50.8,Credit Card,Yes,Yes,No,2,0
CR-4357,5,One-Year,72.16,306.43,2,0,315.8,Electronic Check,Yes,Yes,Yes,2,0
CR-4358,16,One-Year,68.07,1065.03,0,1,162.2,Electronic Check,No,No,No,2,0
CR-4359,8,Month-to-Month,48.59,401.53,1,11,75.1,Electronic Check,No,Yes,Yes,2,0
CR-4360,69,One-Year,79.54,5546.97,0,41,61.5,Credit Card,Yes,No,No,4,0
CR-4361,18,Month-to-Month,31.88,542.95,0,1,57.8,Bank Transfer,Yes,No,No,1,1
CR-4362,60,One-Year,35.23,2110.83,1,6,171.2,Mailed Check,Yes,Yes,Yes,1,0
CR-4363,25,One-Year,39.97,976.78,1,2,159.5,Bank Transfer,Yes,Yes,Yes,1,0
CR-4364,10,Two-Year,72.73,726.78,0,15,61.1,Electronic Check,No,No,No,2,1
CR-4365,43,Two-Year,55.52,2329.44,1,1,131.5,Bank Transfer,Yes,No,Yes,2,0
CR-4366,55,Two-Year,59.8,3333.94,0,3,50.6,Bank Transfer,Yes,Yes,No,1,0
CR-4367,23,Two-Year,44.2,1017.32,1,2,207.1,Credit Card,No,No,No,2,0
CR-4368,45,One-Year,39.51,1805.46,0,8,155.6,Mailed Check,Yes,Yes,No,1,0
CR-4369,7,Month-to-Month,68.86,475.05,0,22,129.7,Credit Card,Yes,Yes,No,2,0
CR-4370,24,Two-Year,105.47,2537.0,0,7,57.0,Bank Transfer,Yes,No,Yes,4,0
CR-4371,7,Month-to-Month,57.64,437.35,3,0,136.0,Electronic Check,Yes,Yes,No,2,0
CR-4372,23,Two-Year,53.02,1223.41,0,9,126.8,Mailed Check,Yes,No,Yes,1,0
CR-4373,72,One-Year,51.12,3685.67,2,17,185.4,Bank Transfer,No,Yes,Yes,1,0
CR-4374,28,One-Year,36.18,989.22,1,1,173.4,Credit Card,Yes,Yes,No,1,0
CR-4375,42,Two-Year,82.15,3434.27,0,0,223.4,Mailed Check,No,Yes,No,3,0
CR-4376,41,Two-Year,68.04,2759.26,4,2,121.2,Bank Transfer,Yes,Yes,No,2,0
CR-4377,32,Month-to-Month,90.89,2886.34,0,15,12.0,Bank Transfer,No,No,No,4,1
CR-4378,33,One-Year,95.94,3203.56,1,9,239.3,Credit Card,No,Yes,No,3,0
CR-4379,43,Two-Year,52.65,2318.21,2,8,85.1,Electronic Check,Yes,No,Yes,2,0
CR-4380,3,Month-to-Month,80.44,203.9,2,3,71.4,Bank Transfer,No,No,No,3,0
CR-4381,10,One-Year,66.5,676.86,1,4,156.6,Electronic Check,Yes,No,Yes,3,0
CR-4382,26,One-Year,44.03,1135.25,2,37,184.2,Electronic Check,Yes,No,Yes,1,0
CR-4383,56,Two-Year,50.33,2860.39,0,3,117.5,Bank Transfer,No,No,No,2,0
CR-4384,3,Month-to-Month,58.06,178.23,3,25,116.9,Bank Transfer,No,Yes,No,2,1
CR-4385,17,One-Year,45.13,766.99,2,9,128.7,Credit Card,No,Yes,No,2,0
CR-4386,24,One-Year,51.0,1201.66,2,1,273.3,Credit Card,No,Yes,Yes,1,0
CR-4387,45,One-Year,46.56,2049.25,3,6,159.8,Electronic Check,No,No,No,1,0
CR-4388,25,Month-to-Month,53.87,1369.58,1,32,82.6,Credit Card,No,Yes,No,1,0
CR-4389,11,Two-Year,39.52,445.31,2,5,83.4,Electronic Check,Yes,No,Yes,1,0
CR-4390,43,Two-Year,108.34,4669.94,0,21,139.9,Bank Transfer,Yes,No,Yes,4,0
CR-4391,10,Month-to-Month,61.39,595.92,3,3,179.0,Credit Card,Yes,No,Yes,2,1
CR-4392,64,One-Year,62.13,3971.95,2,9,198.7,Electronic Check,Yes,Yes,No,2,0
CR-4393,9,Month-to-Month,82.14,762.99,2,20,169.9,Bank Transfer,Yes,No,Yes,2,1
CR-4394,19,One-Year,56.15,1096.31,0,27,92.7,Bank Transfer,No,No,No,2,0
CR-4395,2,Month-to-Month,109.27,183.19,2,7,126.1,Credit Card,Yes,Yes,No,4,1
CR-4396,3,Month-to-Month,65.8,178.4,2,11,218.7,Credit Card,No,No,No,2,0
CR-4397,32,One-Year,73.28,2303.26,1,0,68.3,Credit Card,Yes,No,No,3,0
CR-4398,40,One-Year,47.84,1919.64,1,3,122.7,Electronic Check,Yes,Yes,No,2,0
CR-4399,46,Month-to-Month,68.67,3185.35,1,3,207.8,Credit Card,No,No,Yes,3,0
CR-4400,69,One-Year,90.31,6223.03,1,1,230.0,Bank Transfer,Yes,No,No,3,0
CR-4401,30,Month-to-Month,114.34,3410.31,0,3,144.6,Bank Transfer,No,Yes,No,4,0
CR-4402,28,Month-to-Month,43.91,1219.42,3,4,127.1,Electronic Check,Yes,Yes,Yes,1,0
CR-4403,32,Two-Year,44.44,1491.27,1,38,54.2,Electronic Check,No,No,Yes,1,0
CR-4404,7,Month-to-Month,50.76,391.08,2,12,202.1,Electronic Check,Yes,No,No,1,0
CR-4405,47,Two-Year,61.73,2923.24,1,6,265.5,Electronic Check,Yes,No,Yes,2,0
CR-4406,1,Month-to-Month,72.0,81.6,3,48,365.2,Electronic Check,No,No,No,2,1
CR-4407,22,Two-Year,45.92,1009.86,5,1,190.9,Credit Card,Yes,Yes,No,1,0
CR-4408,8,Month-to-Month,80.36,615.68,2,7,155.9,Credit Card,Yes,Yes,No,3,0
